"Gene","FC_sup_2.5_D37","FC_sup_1.5_D37","FC_sup_2_4fois_D37","FC_inf_1.5_W37","FC_inf_1_4fois_W37","Significatif_diff","Associated","Reference","Associated_region","Condition","Passe_Filtre","L2","L3","L4","article"
"DRO_0741",2,3,FALSE,3,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0742",1,3,FALSE,3,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0743",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0744",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0745",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0746",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0747",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0748",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0749",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0750",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0751",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0752",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0753",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0754",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0755",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0756",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0757",1,1,FALSE,5,TRUE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0758",2,3,FALSE,1,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0759",0,0,FALSE,2,FALSE,-2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0760",0,0,FALSE,5,TRUE,3,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0761",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0762",0,1,FALSE,4,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0763",0,1,FALSE,4,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0764",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0765",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0766",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0767",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0768",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0769",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0770",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0771",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0772",0,1,FALSE,4,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0773",0,1,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0774",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0775",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0776",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0777",3,4,TRUE,2,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0778",0,1,FALSE,5,TRUE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0779",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0780",0,1,FALSE,4,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0782",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0783",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0784",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0785",0,1,FALSE,5,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0786",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0787",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0788",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0789",0,0,FALSE,5,FALSE,-2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0790",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0791",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0792",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0793",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0794",0,0,FALSE,5,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0795",0,2,FALSE,5,TRUE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0796",3,3,FALSE,2,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0797",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0798",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0799",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0800",0,1,FALSE,4,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0801",0,1,FALSE,5,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0802",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0803",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0804",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0805",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0806",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0807",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0808",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0809",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0810",0,1,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0811",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0812",2,2,FALSE,3,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0813",2,4,TRUE,3,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0814",2,2,FALSE,3,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0815",1,2,FALSE,4,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0816",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0817",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0818",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0819",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0820",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0821",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0822",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0823",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0824",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0825",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0826",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0827",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0828",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0829",1,1,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0830",2,2,FALSE,3,FALSE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0831",2,2,FALSE,3,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0832",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0833",0,0,FALSE,5,TRUE,3,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0834",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0835",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0836",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0837",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0838",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0839",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0840",0,0,FALSE,4,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0841",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0842",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0843",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0844",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0845",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0846",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0847",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0849",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0850",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0851",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0852",0,0,FALSE,5,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0853",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0854",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0855",0,0,FALSE,5,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0856",0,0,FALSE,5,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0857",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0858",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0859",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0860",0,1,FALSE,5,TRUE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0861",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0862",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0863",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0864",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0865",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0866",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0867",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0868",0,0,FALSE,5,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0869",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0870",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0871",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0872",0,3,FALSE,5,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0873",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0874",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0875",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0876",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0877",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0878",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0879",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0880",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0881",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0882",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0883",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0884",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0885",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0886",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0887",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0888",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0889",2,4,FALSE,2,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0890",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0891",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0892",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0893",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0894",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0895",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0896",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0897",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0898",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,1,0,1
"DRO_0899",3,3,FALSE,5,TRUE,3,FALSE,TRUE,"NOT",1,TRUE,0,0,0,0
"DRO_0900",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0901",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0902",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0903",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0904",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0905",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0906",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0907",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0908",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0909",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0910",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0911",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0912",1,3,FALSE,4,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0913",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0914",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0915",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0916",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0917",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0918",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0919",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0920",0,1,FALSE,5,TRUE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0921",1,1,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0922",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0923",0,0,FALSE,5,FALSE,-2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0924",1,1,FALSE,3,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0925",0,0,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0926",0,2,FALSE,3,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0927",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0928",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0929",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0930",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0931",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0932",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0933",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0934",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0935",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0936",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0937",1,3,FALSE,4,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0938",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0939",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0940",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0941",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0942",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0943",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0944",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0945",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0946",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0947",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0948",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0949",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0950",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0951",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0952",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0953",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0954",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0955",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0956",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0957",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0958",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0959",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0960",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0961",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0962",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0963",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0964",0,3,FALSE,4,FALSE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0965",2,3,FALSE,4,FALSE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0966",0,2,FALSE,4,FALSE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0967",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0968",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0969",0,0,FALSE,5,TRUE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0970",0,1,FALSE,5,TRUE,1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0971",0,3,FALSE,5,FALSE,2,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0972",1,1,FALSE,4,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0974",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0975",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0976",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0977",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0978",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0979",0,0,FALSE,5,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0980",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0981",0,0,FALSE,4,FALSE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0982",2,4,FALSE,1,FALSE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0983",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0984",0,0,FALSE,5,TRUE,-1,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0985",0,1,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
"DRO_0986",0,0,FALSE,5,TRUE,0,FALSE,FALSE,"NOT",-2,FALSE,0,0,0,0
